doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf
lk_hansard_2000s	2009-12-08-2009-12-08	2009-12-08	2009-12-08	Hansard of December 08, 2009	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/PUBDOC2447_document.pdf
lk_hansard_2000s	2009-11-17-2009-11-17	2009-11-17	2009-11-17	Hansard of November 17, 2009	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/PUBDOC2439_document.pdf
lk_hansard_2000s	2009-11-06-2009-11-06	2009-11-06	2009-11-06	Hansard of November 06, 2009	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/PUBDOC2433_document.pdf
lk_hansard_2000s	2009-11-05-2009-11-05	2009-11-05	2009-11-05	Hansard of November 05, 2009	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/PUBDOC2430_document.pdf
lk_hansard_2000s	2009-11-04-2009-11-04	2009-11-04	2009-11-04	Hansard of November 04, 2009	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/PUBDOC2424_document.pdf
lk_hansard_2000s	2009-11-03-2009-11-03	2009-11-03	2009-11-03	Hansard of November 03, 2009	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/PUBDOC2421_document.pdf
lk_hansard_2000s	2009-10-23-2009-10-23	2009-10-23	2009-10-23	Hansard of October 23, 2009	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/PUBDOC2415_document.pdf
lk_hansard_2000s	2009-10-22-2009-10-22	2009-10-22	2009-10-22	Hansard of October 22, 2009	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/PUBDOC2409_document.pdf
lk_hansard_2000s	2009-10-21-2009-10-21	2009-10-21	2009-10-21	Hansard of October 21, 2009	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/PUBDOC2397_document.pdf
lk_hansard_2000s	2009-10-20-2009-10-20	2009-10-20	2009-10-20	Hansard of October 20, 2009	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/PUBDOC2392_document.pdf
